path,new_path,ordonnance_de_renvoi,instance,year,month,id,majoration,type_recours,test_sentence_1,sentence_1,test_sentence_2,sentence_2,personne_1,match_1,personne_2,match_2,personne_synthetic,décision,code_juridiction,nom_juridiction
../data/raw/DTA/2022/09/TA67/DTA_2106743_20220919.xml,../data/process/DTA/2022/09/DTA_2106743_20220919.xml,False,TA,2022,9,2106743,40%,Plein contentieux,True,"Vu la procédure suivante :Par  une requête  et  un mémoire  enregistrés  les 1er octobre  2021 et  13 juillet  2022, M. A C, représenté par Me Lachaize, demande au tribunal :",True, M. C est l'actionnaire unique et le président de la SAS NFTech qui a pour activité la vente de matériel informatique et la réalisation de prestations informatiques.,P.P.,M. A,P.M.,SAS,P.M.,Non-lieu,67,Tribunal Administratif de Strasbourg
../data/raw/DTA/2022/09/TA67/DTA_2106742_20220919.xml,../data/process/DTA/2022/09/DTA_2106742_20220919.xml,False,TA,2022,9,2106742,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire, enregistrés les 1er octobre 2021 et 13 juillet 2022, la société par actions simplifiée (SAS) NFTech, représentée par Me Lachaize, demande au tribunal :",True," La SAS NFTech, qui a été créée le 14 février 2014 et dont le président et l'unique actionnaire est M. B, a pour activité la vente de matériel informatique et la réalisation de prestations informatiques.",P.M.,société,P.M.,SAS,P.M.,Rejet,67,Tribunal Administratif de Strasbourg
../data/raw/DTA/2022/09/TA93/DTA_2102520_20220930.xml,../data/process/DTA/2022/09/DTA_2102520_20220930.xml,False,TA,2022,9,2102520,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire enregistrés le 22 février 2021 et le 30 mars 2022, M. C B et Mme A D, représentés par Me Parlanti, demandent au tribunal :",True," M. B et Mme D ont fait l'objet d'un contrôle sur pièces qui a porté sur leurs revenus des années 2014 et 2015, à l'issue duquel l'administration leur a notifié pour chacune de ces années des cotisations supplémentaires d'impôt sur le revenu assorties de pénalités, par une proposition de rectification en date du 24 mai 2017.",P.P.,M. C,P.P.,M. B,P.P.,Rejet,93,Tribunal Administratif de Montreuil
../data/raw/DTA/2022/09/TA69/DTA_2101070_20220927.xml,../data/process/DTA/2022/09/DTA_2101070_20220927.xml,False,TA,2022,9,2101070,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et des mémoires, enregistrés le 12 février 2021 et le 9 mai 2022, la société Financière des Monts d'Or, représentée par Me Pierre, demande au tribunal :",True," La société Financière des Monts d'Or, qui a pour objet le courtage en assurance et le conseil en gestion de patrimoine auprès des particuliers, a fait l'objet d'une vérification de comptabilité portant sur la période du 1er octobre 2014 au 30 septembre 2016 à l'issue de laquelle lui ont été notifiées des cotisations supplémentaires d'impôt sur les sociétés au titre des exercices clos en 2015 et 2016, dont la société requérante sollicite la décharge..",P.M.,société,P.M.,société,P.M.,Rejet,69,Tribunal Administratif de Lyon
../data/raw/DTA/2022/09/TA69/DTA_2101069_20220927.xml,../data/process/DTA/2022/09/DTA_2101069_20220927.xml,False,TA,2022,9,2101069,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire, enregistrés le 12 février 2021 et le 9 mai 2022, M. C D, représenté par Me Pierre, demande au tribunal :",True," M. D, associé unique et président de la société Financière des Monts d'Or, qui a pour objet le courtage en assurance et le conseil en gestion de patrimoine auprès des particuliers, a fait l'objet d'une proposition de rectification mettant à sa charge des cotisations supplémentaires d'impôt sur le revenu au titre des années 2015 et 2016, dont il sollicite la décharge.",P.P.,M. C,P.M.,société,P.M.,Rejet,69,Tribunal Administratif de Lyon
../data/raw/DTA/2022/09/TA51/DTA_2000638_20220915.xml,../data/process/DTA/2022/09/DTA_2000638_20220915.xml,False,TA,2022,9,2000638,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire, enregistrés le 12 mars 2020 et le 28 juillet 2022, la société à responsabilité limitée Renaudineau, représentée par Me Rolland, doit être regardée comme demandant au tribunal :",True," La SARL Renaudineau, qui exerce une activité de commerce de détail d'optique, a fait l'objet d'une vérification de comptabilité portant sur les années 2014, 2015 et 2016. Par deux propositions de rectification des 30 novembre 2017 et 29 mars 2018, le service lui a notifié des cotisations supplémentaires d'impôt sur les sociétés au titre des années 2014, 2015 et 2016 ainsi que des rappels de taxe sur la valeur ajoutée résultant, notamment, de la remise en cause de la réalité de prestations facturées par sa société-mère au titre d'une convention d'animation conclue le 20 juillet 2013.",P.M.,société,P.M.,société,P.M.,Rejet,51,Tribunal Administratif de Châlons-en-Champagne
../data/raw/DTA/2022/09/TA87/DTA_2001073_20220922.xml,../data/process/DTA/2022/09/DTA_2001073_20220922.xml,False,TA,2022,9,2001073,80%,Plein contentieux,True,"Vu la procédure suivante :Par une requête enregistrée le 7 août 2020, M. C et Mme A B, représentés par la SELARL Ribes, demandent au tribunal : ",True," Mme A B a créé la SCI Les Châtaigniers le 30 septembre 2011. Elle détenait 99% de son capital social de 1 000 euros, composé de 100 parts sociales de 10 euros chacune.",P.M.,SELARL,P.M.,SC,P.M.,Rejet,87,Tribunal Administratif de Limoges
../data/raw/DTA/2022/09/TA87/DTA_2001114_20220922.xml,../data/process/DTA/2022/09/DTA_2001114_20220922.xml,False,TA,2022,9,2001114,80%,Plein contentieux,True,"Vu la procédure suivante :Par une requête enregistrée le 14 août 2020, M. A et Mme C B, représentés par la SELARL Ribes, demandent au tribunal : ",True," M. A B est le président directeur général de la SCI Le Nouveau Parc, créée le 1er octobre 2011.",P.M.,SELARL,P.M.,SC,P.M.,Rejet,87,Tribunal Administratif de Limoges
../data/raw/DTA/2022/09/TA80/DTA_2001200_20220929.xml,../data/process/DTA/2022/09/DTA_2001200_20220929.xml,False,TA,2022,9,2001200,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire, enregistrés le 1er avril 2020 et le 29 octobre 2021, M. C A, représenté par la SCP Bejin-Camus-Belot, demande au tribunal :",True," M. A, gérant et associé de la société Babylone construction exerçant une activité de maçonnerie et gros œuvre qui a fait l'objet d'une vérification de comptabilité, s'est vu adresser une proposition de rectification de ses revenus imposables au titre de l'année 2015 sur le fondement de l'article L.",P.M.,SC,P.M.,société,P.M.,Rejet,80,Tribunal Administratif d'Amiens
../data/raw/DTA/2022/09/TA80/DTA_2000509_20220929.xml,../data/process/DTA/2022/09/DTA_2000509_20220929.xml,False,TA,2022,9,2000509,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et des mémoires, enregistrés le 11 février 2020, le 22 novembre 2021, le 21 février 2022 et le 21 mars 2022, la SELARL Pharmacie de la Rocade, représentée par Mes Dimey et Cros, demande au tribunal, dans le dernier état de ses écritures :",True," La SELARL Pharmacie de la Rocade a été créée le 3 avril 2015. Le 18 avril 2016, elle a acquis auprès des associés de la société Pharmacie Point Champagne les 11 000 actions constituant le capital de cette société, avec laquelle elle a procédé par la suite à une fusion simplifiée.",P.M.,SELARL,P.M.,société,P.M.,Satisfaction partielle,80,Tribunal Administratif d'Amiens
../data/raw/DTA/2022/09/TA80/DTA_2000621_20220915.xml,../data/process/DTA/2022/09/DTA_2000621_20220915.xml,False,TA,2022,9,2000621,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire enregistrés les 24 février 2020 et 2 décembre 2021, la société civile MPGT représentée par son gérant, M. A, demande au tribunal :",True," La société civile MPGT, créée le 1er décembre 2013, est soumise à l'impôt sur les sociétés selon le régime simplifié d'imposition. Elle détient 90 % des parts sociales de la SCI L'Ile aux rêves qui a fait l'objet d'une vérification de comptabilité entre les 5 janvier 2016 et 11 mars 2016.",P.M.,société,P.M.,société,P.M.,Rejet,80,Tribunal Administratif d'Amiens
../data/raw/DTA/2022/09/TA45/DTA_2000173_20220929.xml,../data/process/DTA/2022/09/DTA_2000173_20220929.xml,False,TA,2022,9,2000173,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et des mémoires enregistrés le 14 janvier 2020, le 17 décembre 2020 et le 9 juillet 2021, la SARL Loticonseil, représentée par la société d'avocats FIDAL, demande au tribunal :",True," La SARL Loticonseil, qui exerce l'activité de marchand de biens par la réalisation notamment d'opérations d'achat-revente de terrains à bâtir et de lotisseur, a fait l'objet d'une vérification de comptabilité pour la période du 1er janvier 2015 au 31 décembre 2016, étendue au 30 novembre 2017 en matière de TVA. A la suite de cette vérification, des rappels de taxe sur la valeur ajoutée ont été mis à sa charge pour un montant de 12 755 euros en droits à la suite de la vente de quatre biens immobiliers.",P.M.,société,P.M.,SA,P.M.,Satisfaction totale,45,Tribunal Administratif d'Orléans
../data/raw/DTA/2022/09/TA44/DTA_2000104_20220930.xml,../data/process/DTA/2022/09/DTA_2000104_20220930.xml,False,TA,2022,9,2000104,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire enregistrés le 7 janvier 2020 et le 28 janvier 2020, M. A B, représenté par Me de Montgolfier, demande au tribunal :",True," M. A B est associé et gérant de la société à responsabilité limitée (SARL) B Promotion, qui exerce une activité de promotion immobilière.",P.P.,M. A,P.M.,société,P.M.,Rejet,44,Tribunal Administratif de Nantes
../data/raw/DTA/2022/09/TA44/DTA_1900040_20220930.xml,../data/process/DTA/2022/09/DTA_1900040_20220930.xml,False,TA,2022,9,1900040,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire, enregistrés le 3 janvier 2019 et le 21 janvier 2020, M. C B demande au tribunal, dans le dernier état de ses écritures :",True, M. C B était juriste en entreprise et exerce la profession d'avocat depuis 2015.,P.P.,M. C,P.M.,entreprise,P.M.,Rejet,44,Tribunal Administratif de Nantes
../data/raw/DTA/2022/09/TA44/DTA_1801753_20220930.xml,../data/process/DTA/2022/09/DTA_1801753_20220930.xml,False,TA,2022,9,1801753,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et des mémoires enregistrés le 26 février 2018, le 26 novembre 2018, le 25 septembre 2019, le 9 décembre 2020 et le 4 février 2021, la société par actions simplifiée (SAS) SSI Logistics, représentée en dernier lieu par Me Frionnet, demande au tribunal de prononcer la décharge des cotisations supplémentaires d'impôt sur les sociétés mises à sa charge au titre des exercices clos en 2012 et 2013, ainsi que des majorations correspondantes, à hauteur de la somme totale de 643 950 euros.",True," La société par actions simplifiée (SAS) SSI Logistics, dont le siège est à Saint-Nazaire (Loire-Atlantique), est la filiale de la société de droit néerlandais Koninklijke Bunge BV. Elle exerce une activité financière, constituée en particulier par le prêt de fonds à ses propres filiales.",P.M.,société,P.M.,société,P.M.,Rejet,44,Tribunal Administratif de Nantes
../data/raw/DTA/2022/09/TA44/DTA_2109425_20220930.xml,../data/process/DTA/2022/09/DTA_2109425_20220930.xml,False,TA,2022,9,2109425,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire enregistrés le 23 août 2021 et le 4 juillet 2022, la société à responsabilité limitée (SARL) DOST, représentée par Me Granger, demande au tribunal :",True," La SARL DOST exploite une activité de bar, discothèque et traiteur à la demande au sein d'un établissement situé à Angers (Maine-et-Loire). Elle a fait l'objet d'une vérification de comptabilité portant, en matière de taxe sur la valeur ajoutée, sur la période du 1er septembre 2012 au 31 août 2016, en matière d'impôt sur les sociétés, sur les exercices clos en 2013, 2014, 2015 et 2016, et, en matière de taxe sur les véhicules des sociétés, sur la période du 1er octobre 2015 au 30 septembre 2016.",P.M.,société,P.M.,société,P.M.,Rejet,44,Tribunal Administratif de Nantes
../data/raw/DTA/2022/09/TA75/DTA_2007922_20220912.xml,../data/process/DTA/2022/09/DTA_2007922_20220912.xml,False,TA,2022,9,2007922,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête enregistrée le 8 juin 2020, M. C A, représenté par Me Planchat, demande au tribunal : ",True," L'établissement "" La Gitane "", qui a pour objet social l'exercice d'une activité de bar-brasserie-tabac à Paris et dont M. A était le gérant jusqu'au 30 mai 2015, a fait l'objet d'une vérification de comptabilité à l'issue de laquelle le service a procédé à des rehaussements du résultat des exercices 2012, 2013 et 2014 après avoir constaté le défaut de caractère probant de la comptabilité et procédé à une reconstitution de recettes.",P.P.,M. C,P.P.,M. A,P.P.,Rejet,75,Tribunal Administratif de Paris
../data/raw/DTA/2022/09/TA75/DTA_2002426_20220928.xml,../data/process/DTA/2022/09/DTA_2002426_20220928.xml,False,TA,2022,9,2002426,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête, enregistrée le 7 février 2020, la société Droits JNSPM, représentée par Me Sebban, demande au tribunal :",True," La société à responsabilité limitée (SARL) Droits JNSPM, qui a pour objet social la location-bail de propriété intellectuelle et perçoit à ce titre des droits d'auteurs, a fait l'objet d'une vérification de comptabilité de ses exercices clos en 2013 et en 2014. A l'issue des opérations de contrôle, l'administration fiscale l'a assujettie à des cotisations supplémentaires d'impôt sur les sociétés au titre des années 2013 et 2014 et lui a réclamé des rappels de taxe sur la valeur ajoutée pour la période du 1er janvier 2013 au 31 décembre 2014.",P.M.,société,P.M.,société,P.M.,Non-lieu,75,Tribunal Administratif de Paris
../data/raw/DTA/2022/09/TA75/DTA_2003876_20220920.xml,../data/process/DTA/2022/09/DTA_2003876_20220920.xml,False,TA,2022,9,2003876,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête, enregistrée le 24 février 2020, Mme A B, représentée par Me Cordeiro, demande au tribunal :",True," Mme B détient 5 parts en pleine propriété et 90 parts en nue-propriété de la SCI M et C B. A l'issue de la vérification de comptabilité dont cette SCI a fait l'objet au titre des années 2015 à 2017, le service a notifié à Mme B, par une proposition de rectification du 19 décembre 2018, des cotisations supplémentaires d'impôt sur le revenu et de contributions sociales ainsi que des pénalités.",P.P.,Mme A,P.M.,SC,P.M.,Satisfaction partielle,75,Tribunal Administratif de Paris
../data/raw/DTA/2022/09/TA75/DTA_2019822_20220920.xml,../data/process/DTA/2022/09/DTA_2019822_20220920.xml,False,TA,2022,9,2019822,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête, enregistrée le 24 novembre 2020, la SARL RMJ, représentée par Me Fadoul, demande au tribunal :",True," La SARL RMJ a fait l'objet d'une vérification de comptabilité pour la période du 1er janvier 2013 au 31 décembre 2014. Par une proposition de rectification du 20 décembre 2016, le service lui a notifié des rappels de taxe sur la valeur ajoutée (TVA) et des cotisations supplémentaires d'impôt sur les sociétés au titre des années 2013 et 2014, ainsi que l'amende prévue par les dispositions de l'article 1759 du code général des impôts.",P.M.,SA,P.M.,société,P.M.,Rejet,75,Tribunal Administratif de Paris
../data/raw/DTA/2022/09/TA21/DTA_2101727_20220913.xml,../data/process/DTA/2022/09/DTA_2101727_20220913.xml,False,TA,2022,9,2101727,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête, enregistrée le 29 juin 2021, Mme D C, représentée par Me Tauzin, demande au tribunal :",True," Mme D C est gérante et associée de la société civile immobilière Gay-Lussac, qui a fait l'objet d'une vérification de comptabilité, à l'occasion de laquelle l'administration fiscale a constaté que le compte courant d'associé de Mme C était débiteur à la clôture de chacun des exercices vérifiés, et à l'issue de laquelle elle a considéré que la variation des soldes débiteurs de ce compte courant constituait des revenus distribués. Les impositions supplémentaires en résultant ont été mises en recouvrement le 31 janvier 2021.",P.P.,Mme D,P.M.,société,P.M.,Rejet,21,Tribunal Administratif de Dijon
../data/raw/DTA/2022/09/TA21/DTA_2102690_20220913.xml,../data/process/DTA/2022/09/DTA_2102690_20220913.xml,False,TA,2022,9,2102690,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête, enregistrée le 13 octobre 2021, M. B A demande au tribunal :",True," M. B A a fait l'objet d'un examen de situation fiscale personnelle au titre notamment de l'année 2015, à l'issue duquel l'administration a entendu réintégrer, par une proposition de rectification en date du 18 décembre 2018, dans les bases de l'impôt sur le revenu, dans la catégorie des revenus d'origine indéterminée, les sommes portées au crédit d'un compte bancaire détenu par le contribuable dans les livres de la caisse régionale de crédit agricole centre est, en provenance de deux comptes d'assurance-vie détenus au Luxembourg.",P.P.,M. B,P.P.,M. B,P.P.,Non-lieu,21,Tribunal Administratif de Dijon
../data/raw/DTA/2022/08/TA54/DTA_1903332_20220825.xml,../data/process/DTA/2022/08/DTA_1903332_20220825.xml,False,TA,2022,8,1903332,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire enregistrés le 15 novembre 2019 et le 10 juillet 2020, M. C et Mme D B, représentés dans le dernier état de leurs écritures par Me Cheval, demandent au tribunal :",True," La SARL A a pour objet la réalisation de travaux de peinture, décoration, plâtrerie, isolation intérieure et extérieure, ravalement de façades, vitrerie, revêtements de sols et murs. Elle a fait l'objet d'une vérification de comptabilité portant sur la période du 1er janvier 2014 au 31 décembre 2015 en ce qui concerne la taxe sur la valeur ajoutée (TVA) et sur les exercices 2014 et 2015 en ce qui concerne l'impôt sur les sociétés.",P.P.,M. C,P.M.,société,P.M.,Satisfaction partielle,54,Tribunal Administratif de Nancy
../data/raw/DTA/2022/08/TA54/DTA_1903330_20220825.xml,../data/process/DTA/2022/08/DTA_1903330_20220825.xml,False,TA,2022,8,1903330,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire enregistrés le 15 novembre 2019 et le 21 juillet 2020, la sociétéA, représentée, dans le dernier état de ses écritures par Me Cheval, demande au tribunal :",True," La SARL A a pour objet la réalisation de travaux de peinture, décoration, plâtrerie, isolation intérieure et extérieure, ravalement de façades, vitrerie, revêtements de sols et murs. Elle a fait l'objet d'une vérification de comptabilité portant sur la période du 1er janvier 2014 au 31 décembre 2015 en ce qui concerne la taxe sur la valeur ajoutée (TVA) et sur les exercices 2014 et 2015 en ce qui concerne l'impôt sur les sociétés.",P.M.,société,P.M.,société,P.M.,Rejet,54,Tribunal Administratif de Nancy
../data/raw/DTA/2022/08/TA38/DTA_1908463_20220824.xml,../data/process/DTA/2022/08/DTA_1908463_20220824.xml,False,TA,2022,8,1908463,100%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire enregistrés le 31 décembre 2019 et le 30 janvier 2020, M. A B, représenté par Me Planchat, demande au tribunal :",True," M. B, exploitant agricole dans la Drôme, exerce également une activité individuelle de courtier en assurances.",P.P.,M. A,P.P.,M. B,P.P.,Rejet,38,Tribunal Administratif de Grenoble
../data/raw/DTA/2022/08/TA38/DTA_2000601_20220824.xml,../data/process/DTA/2022/08/DTA_2000601_20220824.xml,False,TA,2022,8,2000601,100%,Plein contentieux,True,"Vu la procédure suivante :Par une requête enregistrée le 28 janvier 2020, M. A B, représenté par Me Planchat, demande au tribunal :",True," M. B, exploitant agricole dans la Drôme, exerce également une activité individuelle de courtier en assurances.",P.P.,M. A,P.P.,M. B,P.P.,Rejet,38,Tribunal Administratif de Grenoble
../data/raw/DTA/2022/08/TA83/DTA_2002465_20220808.xml,../data/process/DTA/2022/08/DTA_2002465_20220808.xml,False,TA,2022,8,2002465,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête enregistrée le 15 septembre 2020, M. et Mme B A, représentés par Me Sarraco, demandent au tribunal :",True," Par une proposition de rectification en date du 25 janvier 2017, l'administration a notifié à M. et Mme A les conséquences sur leurs impositions personnelles des rectifications notifiées à la société Le Jullian's, dont M.",P.P.,Mme B,P.M.,société,P.M.,Rejet,83,Tribunal Administratif de Toulon
../data/raw/DTA/2022/08/TA45/DTA_1903721_20220826.xml,../data/process/DTA/2022/08/DTA_1903721_20220826.xml,False,TA,2022,8,1903721,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et des mémoires enregistrés le 18 octobre 2019, le 30 décembre 2020 et le 25 mars 2021, la SARL Ambulances Saint Nicolas Orléans, représentée par la société d'avocats Obadia et associés, demande au tribunal :",True," La SARL Ambulances Saint Nicolas Orléans, dont le gérant est M. B A, exerce une activité de transports sanitaires.",P.M.,société,P.M.,SA,P.M.,Rejet,45,Tribunal Administratif d'Orléans
../data/raw/DTA/2022/08/TA45/DTA_1904117_20220826.xml,../data/process/DTA/2022/08/DTA_1904117_20220826.xml,False,TA,2022,8,1904117,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire enregistrés le 21 novembre 2019 et le 18 mars 2021, la SAS Ambulances Saint Nicolas, représentée par la société d'avocats Obadia et associés, demande au tribunal :",True," La SAS Ambulances Saint Nicolas, dont le président est M. B A, exerce une activité de transports sanitaires.",P.M.,société,P.M.,SAS,P.M.,Rejet,45,Tribunal Administratif d'Orléans
../data/raw/DTA/2022/08/TA45/DTA_1904466_20220826.xml,../data/process/DTA/2022/08/DTA_1904466_20220826.xml,False,TA,2022,8,1904466,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire enregistrés le 19 décembre 2019 et le 10 mars 2021, la SAS Ambulances Saint Cédric, représentée par la société d'avocats Obadia et associés, demande au tribunal :",True," La SAS Ambulances Saint Cédric, dont le président est M. B A, exerce notamment une activité de transports sanitaires.",P.M.,société,P.M.,SAS,P.M.,Rejet,45,Tribunal Administratif d'Orléans
../data/raw/DTA/2022/08/TA45/DTA_1903824_20220826.xml,../data/process/DTA/2022/08/DTA_1903824_20220826.xml,False,TA,2022,8,1903824,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et des mémoires enregistrés le 30 octobre 2019, le 6 janvier 2021 et le 25 mars 2021, la SARL Ambulances des deux lions, représentée par la société d'avocats Obadia et associés, demande au tribunal :",True," La SARL Ambulances des deux lions, dont le gérant est M. B A, a pour objet l'exercice d'une activité d'ambulances VSL et toutes activités de transports sanitaires, transports d'organes et transports d'autres produits.",P.M.,société,P.M.,SA,P.M.,Rejet,45,Tribunal Administratif d'Orléans
../data/raw/DTA/2022/08/TA45/DTA_1903801_20220826.xml,../data/process/DTA/2022/08/DTA_1903801_20220826.xml,False,TA,2022,8,1903801,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et des mémoires enregistrés le 25 octobre 2019, le 6 avril 2020, le 5 janvier 2021, le 25 mars 2021 et le 2 avril 2021, la SARL Saran ambulance, représentée par la société d'avocats Obadia et associés, demande au tribunal :",True," La SARL Saran ambulance, dont le gérant est M. E A, a pour objet le transport sanitaire et l'activité de taxi et véhicule de petite remise, ainsi que toutes opérations compatibles avec cet objet, s'y rapportant et contribuant à sa réalisation.",P.M.,société,P.M.,SA,P.M.,Rejet,45,Tribunal Administratif d'Orléans
../data/raw/DTA/2022/08/TA86/DTA_2101551_20220805.xml,../data/process/DTA/2022/08/DTA_2101551_20220805.xml,False,TA,2022,8,2101551,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête enregistrée le 18 juin 2021, M. A B, représenté par Me Callaud, demande au tribunal :",True," M. B exerce une activité d'infirmier libéral à Mirambeau (Charente-Maritime), commune classée en zone de revitalisation rurale.",P.P.,M. A,P.P.,M. B,P.P.,Rejet,86,Tribunal Administratif de Poitiers
../data/raw/DTA/2022/08/TA86/DTA_2201349_20220805.xml,../data/process/DTA/2022/08/DTA_2201349_20220805.xml,False,TA,2022,8,2201349,40%,Plein contentieux,True,"Vu la procédure suivante :Par une ordonnance n° 464139, 464420 du 31 mai 2022, le président de la section du contentieux du Conseil d'Etat a attribué au tribunal administratif de Poitiers, en application des articles R. 342-2 et R. 342-3 du code de justice administrative, le jugement des requêtes de M. et Mme B enregistrées le 25 janvier 2021 respectivement au tribunal administratif de Poitiers sous le n° 2100203 et au tribunal administratif de Rouen sous le n° 2100354, en raison du lien de connexité existant entre elles. I. Par une requête enregistrée au tribunal administratif de Rouen le 25 janvier 2021 sous le n°2100354 et le 2 juin 2022 au tribunal administratif de Poitiers sous le n° 2201349, M. et Mme C et D B, représentés par Me Fonlupt, demandent au tribunal :",True," La SCI Raylia, détenue à 2% par M. C B et à 98% par sa fille majeure Célia, née en 1991 et à charge au titre de l'impôt sur le revenu 2014, a notamment pour objet l'acquisition, la construction, et la mise en location de tous biens immobiliers ainsi que la réalisation de travaux d'aménagement.",P.P.,Mme B,P.M.,SC,P.M.,Satisfaction totale,86,Tribunal Administratif de Poitiers
../data/raw/DTA/2022/06/TA77/DTA_1908673_20220630.xml,../data/process/DTA/2022/06/DTA_1908673_20220630.xml,False,TA,2022,6,1908673,100%,Plein contentieux,True,"Vu la procédure suivante :Par une requête enregistrée le 26 septembre 2019, Mme B A, représentée par Me Sebban, demande au tribunal :",True," Mme A, qui exerce une activité professionnelle d'agent commercial, a fait l'objet d'une vérification de comptabilité pour la période allant du 1er juillet 2012 au 31 décembre 2014. Estimant que le contrôle n'a pu avoir lieu du fait de la requérante, celle-ci n'ayant donné aucune suite aux courriers qui lui ont été adressés au cours de la procédure de contrôle, le vérificateur a dressé le 24 novembre 2015 un procès-verbal pour opposition à contrôle fiscal et a évalué d'office les bases d'imposition en application des dispositions de l'article L.",P.P.,Mme B,P.P.,Mme A,P.P.,Rejet,77,Tribunal Administratif de MELUN
../data/raw/DTA/2022/06/TA77/DTA_1905165_20220630.xml,../data/process/DTA/2022/06/DTA_1905165_20220630.xml,False,TA,2022,6,1905165,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire complémentaire, enregistrés le 5 juin 2019 et le 1er mai 2020, la société par actions simplifiée (SAS) Lab, représentée par Me Dewolf, demande au tribunal :",True," La SAS Lab, qui exploite un restaurant à Fontenay-sous-Bois, a fait l'objet d'une vérification de comptabilité au titre de la période du 31 mai 2013 au 31 décembre 2015, étendue au 31 décembre 2016 en matière de taxe sur la valeur ajoutée, à l'issue de laquelle une cotisation supplémentaire d'impôt sur les sociétés au titre de l'exercice clos en 2014 et des rappels de taxe sur la valeur ajoutée lui ont été notifiés selon la procédure de rectification contradictoire. Des dégrèvements partiels ont été prononcés à la suite de la prise en compte des observations de la société ainsi que de sa réclamation contentieuse du 7 mai 2018.",P.M.,société,P.M.,société,P.M.,Rejet,77,Tribunal Administratif de MELUN
../data/raw/DTA/2022/06/TA95/DTA_1906526_20220630.xml,../data/process/DTA/2022/06/DTA_1906526_20220630.xml,False,TA,2022,6,1906526,80%,Plein contentieux,True,"Vu la procédure suivante :Par une requête, enregistrée le 24 mai 2019, la société par actions simplifiée (SAS) Thiebat, représentée par Me Dedinger et Me Lelièvre, doit être regardée comme demandant au tribunal : ",True," La société par actions simplifiée (SAS) Thiebat, qui exerce une activité de nettoyage industriel à Bagneux (Hauts-de-Seine), a fait l'objet d'une vérification de comptabilité portant sur la période du 1er janvier 2013 au 31 décembre 2015, étendue jusqu'au 30 août 2016 en matière de taxe sur la valeur ajoutée, à l'issue de laquelle l'administration fiscale a mis à sa charge des cotisations supplémentaires d'impôt sur les sociétés au titre des exercices clos en 2013, 2014 et 2015 ainsi que des rappels de taxe sur la valeur ajoutée au titre de la période correspondante. La société a ensuite fait l'objet d'un examen de comptabilité portant sur la période du 1er janvier au 31 décembre 2016, au terme duquel le service a mis à sa charge, selon la procédure de rectification contradictoire, des cotisations supplémentaires d'impôt sur les sociétés au titre de l'exercice clos en 2016 ainsi que des rappels de taxe sur la valeur ajoutée au titre de la période correspondante, assortis de pénalités.",P.M.,société,P.M.,société,P.M.,Rejet,95,Tribunal Administratif de Cergy-Pontoise
../data/raw/DTA/2022/12/TA38/DTA_2004451_20221215.xml,../data/process/DTA/2022/12/DTA_2004451_20221215.xml,False,TA,2022,12,2004451,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête enregistrée le 24 juillet 2020, M. et Mme C A, représentés par Me Palomares, demandent au tribunal :",True,error,P.P.,Mme C,error,error,P.P.,Satisfaction partielle,38,Tribunal Administratif de Grenoble
